292.683,281.951,93.6585,113.171,0.0266054
293.984,284.878,93.6585,113.171,0.0285202
295.285,286.829,93.6585,113.171,0.0299014
296.585,287.805,93.6585,113.171,0.0302412
299.187,289.756,93.6585,113.171,0.0300703
300.488,291.707,93.6585,113.171,0.0321739
301.789,291.707,93.6585,113.171,0.0334543
301.789,291.707,93.6585,113.171,0.0328872
301.789,292.683,93.6585,113.171,0.034206
303.089,291.707,93.6585,113.171,0.0340601
305.691,291.707,93.6585,113.171,0.0341445
308.293,289.756,93.6585,113.171,0.0328135
312.195,288.78,93.6585,113.171,0.0331262
316.098,286.829,93.6585,113.171,0.0336592
318.699,285.854,93.6585,113.171,0.0342933
318.699,284.878,93.6585,113.171,0.0349552
318.699,281.951,93.6585,113.171,0.0347408
326.504,277.073,93.6585,113.171,0.035828
333.008,279.024,93.6585,113.171,0.034209
325.203,279.024,93.6585,113.171,0.0338366
320,272.195,93.6585,113.171,0.0331324
322.602,262.439,93.6585,113.171,0.0337325
330.406,255.61,93.6585,113.171,0.035129
344.715,249.756,93.6585,113.171,0.0350619
364.228,247.805,93.6585,113.171,0.0345535
375.935,250.732,93.6585,113.171,0.0345777
372.033,255.61,93.6585,113.171,0.0342288
362.927,259.512,93.6585,113.171,0.035641
348.618,265.366,93.6585,113.171,0.0356619
330.406,268.293,93.6585,113.171,0.0364309
309.594,265.366,93.6585,113.171,0.0365585
308.293,259.512,93.6585,113.171,0.0370134
322.602,253.659,93.6585,113.171,0.0360134
342.114,250.732,93.6585,113.171,0.0356491
364.228,249.756,93.6585,113.171,0.0365387
385.041,252.683,93.6585,113.171,0.0363694
390.244,261.463,93.6585,113.171,0.0368701
378.537,274.146,93.6585,113.171,0.0376581
351.22,284.878,93.6585,113.171,0.03805
320,289.756,93.6585,113.171,0.0356583
295.285,279.024,93.6585,113.171,0.0355153
288.78,264.39,93.6585,113.171,0.0357264
308.293,254.634,93.6585,113.171,0.0366542
331.707,247.805,93.6585,113.171,0.0377908
351.22,247.805,93.6585,113.171,0.0438072
374.634,252.683,93.6585,113.171,0.0371384
379.837,259.512,93.6585,113.171,0.0365922
361.626,268.293,93.6585,113.171,0.0348185
340.813,268.293,93.6585,113.171,0.0350355
327.805,261.463,93.6585,113.171,0.0343732
326.504,252.683,93.6585,113.171,0.0358984
342.114,248.78,93.6585,113.171,0.0344395
366.829,251.707,93.6585,113.171,0.0340642
382.439,255.61,93.6585,113.171,0.0349959
385.041,258.537,93.6585,113.171,0.0350454
365.528,260.488,93.6585,113.171,0.0343717
330.406,261.463,93.6585,113.171,0.0348706
292.683,254.634,93.6585,113.171,0.0357796
265.366,243.902,93.6585,113.171,0.0352371
267.967,232.195,93.6585,113.171,0.0354955
290.081,217.561,93.6585,113.171,0.0351631
312.195,209.756,93.6585,113.171,0.0352437
329.106,217.561,93.6585,113.171,0.0348288
343.415,239.024,93.6585,113.171,0.0356366
343.415,264.39,93.6585,113.171,0.0338325
330.406,285.854,93.6585,113.171,0.0331456
318.699,288.78,93.6585,113.171,0.032649
310.894,274.146,93.6585,113.171,0.0328887
312.195,252.683,93.6585,113.171,0.0343761
318.699,246.829,93.6585,113.171,0.0349981
331.707,256.585,93.6585,113.171,0.0345993
334.309,281.951,93.6585,113.171,0.0354644
321.301,309.268,93.6585,113.171,0.0353134
309.594,320.976,93.6585,113.171,0.0353863
295.285,307.317,93.6585,113.171,0.0328392
286.179,279.024,93.6585,113.171,0.0336991
300.488,264.39,93.6585,113.171,0.0340653
312.195,248.78,93.6585,113.171,0.0331669
335.61,228.293,93.6585,113.171,0.0319863
351.22,254.634,93.6585,113.171,0.0333403
364.228,227.317,93.6585,113.171,0.0326812
342.114,247.805,93.6585,113.171,0.0357103
314.797,248.78,93.6585,113.171,0.0379015
295.285,224.39,93.6585,113.171,0.039978
295.285,195.122,93.6585,113.171,0.0396228
313.496,173.659,93.6585,113.171,0.0424873
340.813,194.146,93.6585,113.171,0.0439231
365.528,216.585,93.6585,113.171,0.0438923
372.033,244.878,93.6585,113.171,0.0438168
356.423,265.366,93.6585,113.171,0.044964
329.106,261.463,93.6585,113.171,0.0456135
305.691,238.049,93.6585,113.171,0.0448977
308.293,211.707,93.6585,113.171,0.0458646
336.911,192.195,93.6585,113.171,0.0459874
373.333,201.951,93.6585,113.171,0.0484737
403.252,217.561,93.6585,113.171,0.0491998
420.163,226.341,93.6585,113.171,0.0489997
412.358,231.22,93.6585,113.171,0.0491793
379.837,231.22,93.6585,113.171,0.0481211
340.813,231.22,93.6585,113.171,0.0495033
303.089,224.39,93.6585,113.171,0.0511414
265.366,217.561,93.6585,113.171,0.0487189
239.35,206.829,93.6585,113.171,0.0473748
266.667,194.146,93.6585,113.171,0.0486313
300.488,180.488,93.6585,113.171,0.051855
334.309,166.829,93.6585,113.171,0.0553987
369.431,154.146,93.6585,113.171,0.0558093
379.837,132.683,93.6585,113.171,0.0548192
362.927,141.463,93.6585,113.171,0.0539337
342.114,127.805,93.6585,113.171,0.0535162
